,날짜,리뷰,평점
42,2019.05.02 13:31,실화를 바탕으로해서 더 감동있었고~배우들 연기가 참 조았어요~,10
43,2019.05.04 12:34,"발달장애인으로 삶을살아가는데 있어 어려운 현실을 잘 표현한 영화입니다. 이광수, 신하균 연기에 이 나이에도 눈물이 다나네요. 정말추천합니다!! 가족들, 애인들과 보기에좋습니다~ 휴지 꼭챙기시길!",10
44,2019.05.01 20:21,그냥 저냥 볼만합니다. 그렇게 재미는 모르겠습니다.,6
45,2019.05.01 22:04,이광수 연기에 감탄했고중간중간 터지고 또 슬프고 재밌습니다.,10
46,2019.05.01 14:20,라면 먹고 싶어졌어요^-^,10
47,2019.05.01 10:24,가족들과 보기 딱이에요!!,9
48,2019.05.01 14:52,이광수와 신하균의 완벽 케미! 재밌습니당~~,10
49,2019.05.01 13:36,펑펑 울었어요 ㅠㅠ 너무 감동적에요.. 연기 진짜 대박이고 꼭 보세요!!!너무 재밌어서 시간가는 줄 몰랐습니다,10
50,2019.05.01 15:16,오랜만에 가슴 따뜻해지는 영화를 만났다. 자극적인 뉴스와 세상 속에서 영화 보는 내내 편안해지는 마음이 들었다. 슬프면서도 유쾌한 영화였다.,8
51,2019.05.01 16:06,굿 ^^ 올만에 조은 영화 봤네용 ~^^*,8
52,2019.05.03 18:08,"신부님 짧고 강렬!잘 보고 왔어요! 지루하지 않고. 웃기고, 진지해요!",8
53,2019.05.02 21:27,어벤저스 영화관 독점해서 볼게 없었는데  아주 따뜻하고 마음 촉촉해지는 그러나 담백한 영화 잘 봤다. 얼굴만으로도 연기하는 신학균은 물론이고 예능신은 물론 연기신내린 이광수가 특히 눈길을 끈다,8
54,2019.05.02 22:15,오늘. 보고왔어요.감동적이고 웃기기도 했어요5월에 딱 어울리는 영화이듯요배우님들 연기.좋았어요.,10
55,2019.05.02 12:59,배우들끼리 호흡이 좋네요,10
56,2019.05.01 17:26,심장의 떨림과 잔잔한 감동이 함께하는 영화..신하균과 이광수  그리고 아역들의  연기가 너무 좋아감동을 더해주는 영화..,10
57,2019.05.04 02:30,"장애인의 삶이라는 소재로 자칫 유머가 위험할 수도 있고, 감동주려는 부분이 억지스울수도 있는데, 이 영화는 그 선이라는 걸 다 지키고 재미와 감동을 줍니다...어벤져스 때문에 묻히는게 아쉽",10
58,2019.05.06 21:34,진짜 최고의 영화임.. 이광수 연기에놀랐다 어벤져스랑 비슷하게 개봉된게 안타까움,10
59,2019.05.01 10:58,감동적이네요 ㅜ 좋았어요. 가족끼리 보기 매우 좋은~~,10
60,2019.05.02 21:53,재밌고 완전 웃길 줄 알았는데 그런 것 보단 슬퍼서 울었습니다...,9
61,2019.05.02 21:23,재밌었어요 이광수 신하균 이솜 연기가 넘 좋네요,10
62,2019.05.02 13:02,정말..ㅠㅠ 이런 영화 너무 좋아해요.. 많이많이 만들어주세요 흐엉엉ㅜㅜ,10
63,2019.05.01 14:32,삶에 대한 감사함을 깨우쳐 주는 따뜻한 영화. 우리 모두 약한 사람들을 보듬으며 살아여 ♡♡^-^♡♡,10
64,2019.05.02 10:42,영화시작 첫부분부터 슬프다 웃기다 슬프다 웃기다를 반복하는 감동코믹스토리가 너무 인상깊었습니다.. 광수의 연기는 마치 연기로 느껴지지 않을정도로 리얼했네요... 정말 극추입니다!,10
65,2019.05.01 22:21,마음이 따뜻해지네요!!!연기자 모두 연기 잘하셨지만 이광수 배우님께 정말 큰 박수를 드리고 싶어요!! 정말 디테일하게 표정하나하나 손끝하나하나!!! 영화보는 내내 순수한 동구를 만날수 있었습니다!!! 완전팬되었습니다!!! ,10
66,2019.05.01 22:14,배우들 연기도 좋았고 너무 감동적이라서 영화관에 있는 사람들 거의 다 울었다ㅜㅜ,10
67,2019.05.01 13:46,감동적이었어요....,8
68,2019.05.02 13:20,이광수 연기 진짜 잘함 ㅠㅠ 재미도 있고 감동도 있고 꼭 보세요 짱짱,10
69,2019.05.01 22:01,오랜만에 따듯한영화봤네요감사합니다~,10
70,2019.05.01 22:16,"와 진짜 뻔한 스토리 이긴 하지만 진짜 엄청 울고 엄청 웃고 연기도 다들 너무 잘 하고 특히 엔딩이 제일 좋게 끝나서 너무 좋았다 ,, 진짜 영화 너무 잘 만드신 듯 ㄷ ㄷ  눈물 콧물 싹 다 빼고 즐감 했습니다 ! ",10
71,2019.05.02 10:00,가정의 달?오월이라 500만 갈 수 있습니다,10
72,2019.05.02 12:59,억지웃음 아닌 정말 귀엽고 눈물도 억지눈물 아닌 장애우를 다룬 영화중 가장 귀여운 영화네요 뻔한 결말일줄 알고봤어도 좋았어요 ^^ 극한직업보다 훠얼씬 잼있네요 ㅎㅎ 너무 좋았습니다 배우들 짱!,10
73,2019.05.02 13:14,장애인의 현실적인 이야기를 다룬영화. 함께 사는 세상을 얘기해줘 고마운..,10
74,2019.05.02 08:17,잔잔한 영화 많이 코미디하진 않지만 억지로 감동을 주려고도 안해서 좋음,8
75,2019.05.04 11:56,이광수 연기 진짜 대박이네....,8
76,2019.05.01 22:13,정말 좋은 영화네요~!!,10
77,2019.05.01 10:56,개봉전에 시사회로 봤는데 괜찮았어서 엄마랑 또 보고 왔어요 ㅋ,10
78,2019.05.02 08:54,이광수 신하균의 엄청 잘어울리는 한쌍 형제였습니다 연기력도 좋고 발음도 훌륭합니다 오랜만에 너무 귀가 힐링되고 집중되었던 한국 영화입니다 마지막으로  동구 라면 먹방 안본사람 없게 해주세요!!,8
79,2019.05.02 09:22,소소하게 재미지고 감동주는 영화였어요.자극적인게 인기있는 세상이지만 이런 담백한 영화도 괜찮아요!,10
80,2019.05.01 16:15,굿굿굿굿베리굿베리굿,10
81,2019.05.01 09:06,시사 반응도 기자평도 너무 좋네요. 아이 단기방학인데 온 가족 같이가서 봐야겠습니다~ ^^,10
82,2019.05.02 13:20,이광수 연기 너무잘해요 잔잔한 감동 추천,10
83,2019.05.07 17:03,이광수의 연기너무 좋았습니다,10
84,2019.05.06 21:29,감독과 배우가 정성들여 찍었고 그만한 값어치를 하는 영화입니다.,10
85,2019.05.02 16:39,500만가즈아 런닝맨에서 보자아,10
86,2019.05.01 17:13,할아버지랑 보고왔는데 혹시나 너무 무거운 영화면 어떻하지 싶었는데 재밌게 잘봤어요~ 할아버지도 재밌었다고 하시네요,8
87,2019.05.01 12:42,뜻 밖의 힐링!! 와우~~,10
88,2019.05.01 21:55,재밌었다. 오랜만에 행복한 경험..!,10
89,2019.05.01 16:22,잘봤어요. 신하균배우와 이광수 배우의 연기에 울고 있기도 했답니다.  감사합니다^^,10
90,2019.05.01 15:31,너무감동적이였어요 특히 이광수와 신하균의 끈끈한 형제애가,10
91,2019.05.05 19:36,"재밌어요, 상영관이 더 많아져서 많은 사람들이 봤으면 좋겠네요.",10
92,2019.05.02 22:29,등장인물들의 행동이 예측되지 않아 좋았고 물 흐르듯이 이야기가 흘러가 지루할 틈 없이 재밌게 시청했습니다. 실화를 바탕으로 만들어졌다고 하니 가슴이 더 뭉클합니다.,10
93,2019.05.02 21:19,오랜만에 힐링영화 배우들 연기도 좋았습니다.^^,10
94,2019.05.02 08:36,이광수를 다시 보게 된 영화네요,10
95,2019.05.02 02:54,정말 감동적이며 훈훈했어요 특히연기자분들 빠짐  없이 연기들을 정말최고 절 돌아보게 됩니다 즐겁게 봤어요 ♡꼭 강추,10
96,2019.05.06 21:54,진짜...배우들 연기 최고에요...스토리도 감동적이고 짱잼 ㅎㅎ 꼭 보세요!!!!,10
97,2019.05.02 23:22,적당한 감동 적당한 재미 모든것이 적당해서 좋았음,8
98,2019.05.02 13:37,엄마랑  가서 봤는데 ㅠㅠ 펑펑 울다가 웃다가 왔네 ㅠㅠㅠ,10
99,2019.05.02 08:59,진짜 재밌어요ㅠㅠㅠ 꼭보ㅛㅔ유,10
100,2019.05.06 20:58,인간은 태어났으므로 살아야 할 책임 있다!!   특히  하균과 아역 연기에 공감,10
101,2019.05.01 22:46,최고다..이광수 제발 이미지좀 바꿔!이렇게 잘하면서 지금까지 뭐했냐어떻게 참고살았니ㅠ이광수 연기자 맞더라..,10
102,2019.05.01 17:18,웃겼다 울렸다.. 잼있고 감동있는 영화에요.. 시간가는줄모릅니다.. 광수가 넘 사랑스럽네요,10
103,2019.05.01 16:12,감동 재미 둘다 잡은 수작,10
104,2019.05.02 21:49,이광수가 배우였나 잊고 있을쯤에 이 영화를 보고배우는 역시 배우구나 깨달았던 웃고 울었던 영화다.이광수 홀로 독씬에서 오열하는 장면에 덩달아여태 꾹 참았던 눈물샘이 터졌다.오랜만에 가슴 따뜻했던 영화였다.,10
105,2019.05.06 01:27,믿보신하균 신하균팬이라 의리로 봣는데 생각햇던거보다 훨씬 너무 재밋어서 울고 웃고 왓다 하균오빠 500만가즈아 런닝맨가즈아,10
106,2019.05.05 23:10,신하균 역시 특A급 배우다! 연기력이 정말 대단한몇 안되는 배우중에 한명인 영화배우인거 같다.광수씨도 정말 동구역을  잘소화해 케미가 최고였던거 같다. 강추합니다! !!!,10
107,2019.05.05 21:03,"신하균 얼굴 보러 갔다가 신하균 얼굴에 감탄하고, 영화 디테일에 감탄하고 나왔다.",10
108,2019.05.05 18:40,극한직업 이후로 인생 코미디 영화 나왔다,10
109,2019.05.02 23:24,"착하고 착하고 착한 드라마. 근래 본 한국영화 중 가장 좋았다. 신하균, 이광수 케미가 너무 좋고 연기 또한 정말 좋다. 진심이 묻어나는 혼신의 연기! 신하균은 &#39;지구를 지켜라&#39; 이후 가장 자신과 맞는 캐릭터를 찾은 듯. 보고나면 행복해지는 영화! ",8
110,2019.05.02 19:57,"웃다가 울다가 또 웃다보니 엔딩타이틀이 오르더군요.부모님과 함께 보았는데, 영화만 시작되면 숙면을 취하시는 울 아빠가 1분도 안 주무시고 눈물도 찔끔 흘리셨다는..정말 재미있는 영화입니다. 가족과 함께 보시길 강추해요!!! ",10
111,2019.05.02 19:51,이광수 연기 잘하네요!!,10
112,2019.05.01 22:02,정말정말 재밌고 감동적인 영화,10
113,2019.05.01 20:51,“장애인과 비장애인으로 나뉜다”배우 이광수에 노력이 보이는 작품이며 배우로서 무한 가능성이 보이는 연기였다 !영화를 보며 배우 이광수때문에 많이 울었다,10
114,2019.05.06 01:34,진짜 보는 내내 눈물과 웃음이 엄추질 않았습니다 ..진짜 이건 두번봐야합니다이런 명작을 사람들이 못보는것은 천추의 한이 될것입니다진짜 추천드립니다씨~벌,10
115,2019.05.02 13:22,기대 안하고 갔는데 웃다가 눈물 펑펑 쏟고 나옴ㅠㅠ 광수 연기 너무 잘해서 당분간 광수 얼굴보면 눈물 나올예정.,10
116,2019.05.01 10:55,가족과 함께 보세요~ 너무 재밌게 봤습니다~~,10
117,2019.05.02 13:34,엔드게임  보고난후 치즈버거가 먹고싶어진다면 나의 특별한 형제는 라면이 먹고 싶어지는 영화,10
118,2019.05.02 22:04,너무 재밌어요. 감동적이고 가슴 뭉클하네요. 아들하고 같이 봤는데 좋은 시간이였어요.,10
119,2019.05.02 21:58,감동적이고 웃기기도해서 좋았음,10
120,2019.05.02 21:53,너무너무감동적으로봄,10
121,2019.05.02 21:49,진짜 대박이더라구여. 기대했던만큼 정말 재밌었어요.웃다가 울고 울다가 웃고 진짜 2시간이 1시간 같았어요. 진짜 추천합니당,10
122,2019.05.02 21:45,정말 정말 강추~~좋은영화 감사합니다,10
123,2019.05.02 21:23,"슬픔, 감동, 재미, 배우분들의 연기력까지 이 영화에 다 있고 장애인에 대해 생각해볼 수 있는 영화인 거 같다.",10
124,2019.05.02 13:43,이광수 연기가 정말 감동있었습니다.재밌게 잘 봤습니다.,10
125,2019.05.02 13:38,진짜 재밌고 슬퍼요 ㅠㅠㅠㅠ,10
126,2019.05.02 13:37,재미와 감동 최고최고~~~!!!,10
127,2019.05.02 13:37,연기도 좋고 재미있어서 또 보고싶을 정도로 재밌게 봤다!,10
128,2019.05.02 13:12,감동도 있고..라면도 먹고싶고..^^,8
129,2019.05.02 10:02,명작중 명작 아름다움과 조화,10
130,2019.05.06 12:56,"지루하고 다루기 힘든 소재를 가볍게 재미지게 즐길 수 있는 영화여서 좋았다. 특히 신하균 이광수 케미 좋네, 어벤져스 주루룩 스크린에서 작지만 빛이나는 영화인듯",9
131,2019.05.05 16:47,마블 영화 지겨워서 이걸로 봤는데 너무 만족합니다,10
132,2019.05.02 22:23,"감동, 웃음, 배우들 케미도 좋았어요~~딸과 데이트 잘했네요~^^",8
133,2019.05.02 21:59,최고입니다. 가정의달 추천영화임 오늘오후에  보고옴. 재밋고  감동적임,10
134,2019.05.02 12:56,스토리도 있고 생각도 하게 되는 힐링영화,10
135,2019.05.01 22:03,배우들 연기가  너무  현실적이고 재미 있었습니다. 꼭 보세요. 감동적입니다!,10
136,2019.05.01 21:54,간만에 감정이 터진날... 다시한번 생각할수있게됏다,10
137,2019.05.01 16:58,울다가 웃다가... 영화 참 좋았습니다.평점 처음나기네요^^ 천만 넘겼으면 좋겠습니다.,10
138,2019.05.01 15:15,넘 지루할틈이 없었어요 즐겁게 보다가요,10
139,2019.05.01 20:24,후기보고 바로 예매했는데 역시나재밌고 감동도 있는 영화였어요~~,10
140,2019.05.01 16:12,감동적이었습니다 잔잔하게 많을걸 느낄수있었어요,8
141,2019.05.01 12:46,정말 감동깊게 봤어요~신하균 역시나였고~이광수도 연기 진짜 짱입니다~,10
142,2019.05.01 22:14,진짜 개 재밌고 감동적이다ㅜㅜㅜㅜ보면서 펑펑 울었다ㅜㅠㅠㅠ,10
143,2019.05.01 14:49,가정의 달 취향저격!!!!,10
144,2019.05.05 01:02,킬링타임용.감동은 그닥...,6
145,2019.05.10 23:37,슬프고 웃기고 반복하는 영화여서 제형제 생각나서 더슬펏습니다 ..,10
146,2019.05.08 13:53,이런 영화가 영화관마다 상영관 한두개 밖에 없다니....ㅠ정말 재미있고 감명 깊게 본 영화.오랜만에 진짜 영화본 느낌 나게 하는 영화,10
147,2019.05.07 16:49,어벤져스 보다 재밌어요 ~감동,10
148,2019.05.06 21:49,"저 후기 처음 써보는 데요ㅠㅠ 진짜 너무 재밌고 울다 웃다는게 이런 건지 처음 알았어요 너무 감동적이고 신하균 배우님 눈빛이 어쩜 그러는지 보는 내내 감탄했어요 눈에 빠질 것 같아요,,,,",10
149,2019.05.06 21:33,진짜재밌게 봤어요ㅠ 슬픈것도 웃긴것도,10
150,2019.05.06 21:28,꼭 500만 찍고 나오자 나의 인생영화 ㅠㅠ영화 엄청 많이 봤는데 이게 제일 재미있었고 영화관에서 웃긴장면에 다같이 웃고 울고 하는게 너무 좋았고 진짜 울고있었는데 웃게되고 블랙홀 ㅠㅠ 이번엔 무제한 사서 다시볼 예정이에용 ,10
151,2019.05.06 21:21,같이 본 6살 아들이 펑펑 울어서 놀랐어요~^^ 그만큼 찡한 이야기그리고 장애인에 대해 다시한번 생각해보게 되었어요.추천합니다.,9
152,2019.05.06 01:49,영화대박나서 런닝맨꼭나오세요 곧나올뜻싶네요 런닝맨 영화500 만장넘을뜻싶어요,10
153,2019.05.05 23:40,장애인에 대한 편견을 조금이나마 줄일 수 있을 것 같은 영화네요 진짜 볼 만합니다,10
154,2019.05.04 12:58,500만 충분히 찍을 영화 시기 잘 타고 나왔으면 그 이상 찍었을듯,10
155,2019.05.04 12:47,괜찮은 영화인데 상영관이 너무 없어요,9
156,2019.05.04 12:25,꼭 보세요 웃다가 울다가 반복합니다 그리고 신하균님은 원래 연기 잘하는 거 알고 있었지만 보면서 이광수님이 이렇게 연기를 잘했나.. 생각했어요 이광수님 연기 진짜 잘하셨습니다 신하균님은 원래 짱~!,10
157,2019.05.04 12:15,가슴따뜻한 이야기였습니다.마지막엔 펑펑울었다는..,10
158,2019.05.04 12:08,마음이 따뜻해지는 영화,10
159,2019.05.04 11:54,영화 보는 내내 눈물을 멈출 수가 없었어요. 중간중간 코믹한 부분도 있고 너무나 감동적인 영화였어요 여러분 꼭 보세요..,10
160,2019.05.04 11:41,와 진짜 재미있고 슬프다,10
161,2019.05.03 00:10,잼따 넘 감동적이고 웃기고 ㅋ??ㅋ?? 재밌음,10
162,2019.05.03 00:09,어떻게 표현해야 할지 모르겠는 최고의 영화.,10
163,2019.05.03 00:03,추천합니다관계를 다시 생각해보고 주위를 돌아볼수있는 감성을 선물받는 감동적인 영화..,10
164,2019.05.02 22:52,재미와 감동 두배로받아갑니다 500만 가자!,10
165,2019.05.02 13:02,기대안하고 봤는데 잔잔한 감동을 주는 영화 입니다.,10
166,2019.05.02 12:48,이광수 연기짱 ~울다 웃다 ㅋㅋ너무 재미있게 봤어용?,10
167,2020.01.24 23:27,이광수 연기 왜이렇게 잘함..?!?,10
168,2019.05.02 17:03,안보면 후회할 영화 천만 찍어도 손색없는 영화 재미와 감동에 넘 과하지 않는 감정선과 연기력으로 날 울리게 만든 영화 제작해주셔서 감사합니다 실제 장애인을 둔 엄마올림,10
169,2019.05.02 13:14,좀 감동적이긴 합니다.울 정도 는 아니고 살짝..그렇게 큰 재미는 없지만 소소한 재미에 한번 정도는 볼만하다고 생각해요,8
170,2019.05.02 18:43,억지 칭찬 알바 스멜 댓글이아니라 사실을 바탕으로 좋은 얘기 남긴거에 반대 쳐누르는것들의 심리가 궁금하네 베알꼴린 루저인생이겠지만ㅋㅋ,10
171,2019.05.01 16:21,억지슬픔이 아닌 계속해서 잔잔하고 따듯한 영화예요 너무좋았습니다 감사합니다,10
172,2019.05.01 13:52,캐릭터들의 케미가 너무너무 좋았다,6
173,2019.05.01 21:55,처음부터 재밌어서 슬픈내용이 없을줄 알았는데 눈물 뚝뚝 흘리고 왔습니다ㅜㅠㅠ,10
174,2019.05.01 20:18,"못만든 영화가 아닌, 그렇다고 잘만든 영화도 아닌 딱 킬링타임용",7
175,2020.01.24 23:28,그저 그런 감동영화라고 생각한다면 오산.. 어떤 영화보다도 깊게 빠져들고 2시간동안 집중할 수 밖에 없었던 영화였다.,10
176,2019.05.15 20:21,걸캅스 줄이고 나의특별한형제 상영횟수 늘려라 이렇게 묻힐 영화가 아니다..,10
177,2019.05.09 08:37,제목을 보고는 특별함이 있을까 하고 생각했는데감동입니다. 재미있고 즐거웠습니다. 고맙습니다.,10
178,2019.05.06 19:25,웃음과감동이 있네요 세상을 너무 삐뚤게 봤나봐요 좋은사란이 더 많네요 잘봤습니다,10
179,2019.05.05 23:08,자칫잘못하면 신파로 갈수있는 내용이었는데 적절한 풍자와 감동있어서 맘에 들었음 광수 연기 왜케 잘하죠? 계속 생각나요..,10
180,2019.05.02 10:03,최고hdusiicjcia,10
181,2019.05.07 12:51,"억지 감동 코드가 없어서 더 좋았던 영화, 실화라는게 더 대단한 내용",8
182,2019.05.06 01:44,금천구 사람들은 영화 꼭 보시길..광수 책임의집 침대서 우는 장면에서.. 함께 울었다리면 먹고 싶네.,10
183,2019.05.06 01:30,평범한데 재밌고 평범한데 눈물이 흐르고 평범한데 따뜻해지고평범한데 10점 주고 싶은영화^^배우님들 연기 굿굿굿~ 광수 굿굿굿~^^,10
184,2019.05.06 01:16,웃다가 울다가 진한 감동과 재미가 있는영화.신하균과 이광수의  환상의  콤비 좋았어요.,10
185,2019.05.05 23:44,오바스럽지않고 잔잔하면서도 울림있는 역시 하균신과 이광수연기에 박수를 보냅니다,10
186,2019.05.05 16:47,최근 천만찍은 영화보다 훨씬 내용도 좋고 유머도 좋고 연기력도 좋았습니다. 신하균은 당연하고 이광수 연기도 너무 좋았어요 뻔하지만 감동적인 이야기에요. 마블이 상영관을 너무 잡고잇어서 안타깝지만 많은 사람들이 시간내어 봤으면 좋겟어요 ,10
187,2019.05.04 12:45,5월  가정의 달과 가장 부합하는 영화에요 많은 분들이 영화를 관람해주셨으면 좋겠습니다. 연기신 하균신과 그와 연기합이 잘 어울리는 이광수의 연기가 정말 좋았어요  시사회로 봤었는데 울고 웃고 다했네요,10
188,2019.05.04 11:55,웃기지 않은 영화라고 하는 사람들은 장애인의 부족함이 개그 소재라고 생각한 사람들이다. 맞다. 이 영화는 웃기지 않은 이야기 이다.,9
189,2019.05.04 11:51,어벤져스에 가려질수 있는 영화지만 어벤져스만큼이나 재미와 감동 모두 잡았다!! 배우들의 캐미가 너무좋고 형제애가 가슴 깊숙히 와닿는듯ㅠㅠ,9
190,2019.05.04 05:54,과연 그들은 특별할까 ? 형제들은 장애라는 프레임에 우리가 특별하고 비정상인으로 스스로 편견을 가져서 만든건 아닌지,10
191,2019.05.02 22:25,처음 리뷰 써보는 영화 ㅠㅠ 뺑반을 보고 매우 실망해서 뺑반 이후로는 관람평 보고 보는 편인데 다른 사람들도 제 관람평 보고 꼭 봤으면 좋겠어요.. 너무 재미있고 슬픈 영화 ㅠㅠ,10
192,2019.05.02 22:20,"ㅠㅠ보다가 울어서 눈이 팅팅부음 감동도 있고 신하균,이광수,이솜 조합 정말 좋았어요",10
193,2019.05.02 11:41,가족들과 함께 보러갔었는데 이광수의 연기에 감탄하고 마음을 울리는 감동적인 영화가 아니였나 생각이 듭니다.,10
194,2019.05.02 10:11,이광수 연기력에 감탄 영화 스토리에 또한번 감탄 이솜 매력에 또한번감탄,10
195,2019.05.02 09:58,웃음 감동 재미까지 선사하는 간만의 보고나서도 흐뭇해지는 영화,10
196,2019.05.02 09:09,마음이 따뜻해지는 내용이네요,9
197,2019.05.02 02:54,재미와 감동 공감을 주는 영화네요~극본이 좋아서인지 중간중간 공감되는 대사에...찡ㅜㅜ배우분들 연기도 자칫 과하게 할 수 있는부분이..부드럽고 자연스러워 좋았어요~가족 자녀들과 봐도 좋을 영화라 생각드네요~^^삶에대한 생각을 하게 해주네요. ,10
198,2019.05.01 21:06,기대 안하고 봤는데 아주 아주 만족했어요.신하균 별로 안좋아했는데 정말이지 연기가 너무너무 대단하더라고요..,10
199,2019.05.01 21:04,꼭 봐야 합니다 초반엔 웃기다 후반엔 눈물 쏙 뺐어요.,10
200,2019.05.01 10:32,역시 영화는 직접 봐야지 알 수 있는 것 같다ㅠㅠㅠ 넘나 감동..ㅠㅠㅠ 눈물 뺏음,9
201,2019.05.02 23:30,어벤져스와 둘 중 뭐가 재미있었냐고 질문 하신다면 다른 영화입니다 둘 다 꼭 보세요 라고 감히 말씀드리고 싶습니다,10
202,2019.05.02 22:22,응모권에 당첨되서 본 사람으로 이런영화를 돈을 주고 봤어야했는데 라는 생각이 들었다. 시간과 돈이 아깝지않은 영화,10
